time,vehicle_id,vehicle_type,edge_id,lane_id,speed,waiting_time,position_x,position_y
1210.0,reverse_cars.24,car,24231604#3,24231604#3_1,0.0,51.0,4603.241,11850.463
1210.0,reverse_cars.25,car,24231604#3,24231604#3_1,0.0,50.0,4610.238,11847.755
1210.0,reverse_cars.26,car,24231604#2,24231604#2_1,0.0,61.0,4629.635,11838.376
1210.0,reverse_cars.27,car,24231604#2,24231604#2_1,0.0,60.0,4636.554,11835.483
1210.0,reverse_cars.28,car,24231604#2,24231604#2_1,0.0,57.0,4643.472,11832.588
1210.0,reverse_cars.29,car,24231604#2,24231604#2_1,0.0,56.0,4650.391,11829.692
1210.0,reverse_cars.30,car,24231604#2,24231604#2_1,0.0,54.0,4657.309,11826.797
1210.0,reverse_cars.31,car,24231604#2,24231604#2_1,0.0,53.0,4664.228,11823.902
1210.0,reverse_cars.32,car,24231604#2,24231604#2_1,0.0,52.0,4671.146,11821.007
1210.0,reverse_cars.33,car,24231604#2,24231604#2_1,0.0,50.0,4678.065,11818.112
1210.0,reverse_cars.34,car,24231604#2,24231604#2_1,0.0,49.0,4684.983,11815.217
1210.0,reverse_cars.35,car,24231604#2,24231604#2_1,0.0,48.0,4691.902,11812.322
1210.0,reverse_cars.36,car,24231604#2,24231604#2_1,0.0,47.0,4698.821,11809.427
1210.0,reverse_cars.37,car,24231604#2,24231604#2_1,0.0,46.0,4705.739,11806.531
1210.0,reverse_cars.38,car,24231604#2,24231604#2_1,0.0,44.0,4712.658,11803.636
1210.0,reverse_cars.39,car,24231604#2,24231604#2_1,0.0,43.0,4719.576,11800.741
1210.0,reverse_cars.40,car,24231604#2,24231604#2_1,0.0,40.0,4726.495,11797.846
1210.0,reverse_cars.41,car,24231604#1,24231604#1_1,0.0,218.0,4761.912,11783.009
1210.0,reverse_cars.42,car,24231604#1,24231604#1_1,0.0,216.0,4768.833,11780.111
1210.0,reverse_cars.43,car,24231604#1,24231604#1_1,0.0,214.0,4775.753,11777.214
1210.0,reverse_cars.44,car,24231604#1,24231604#1_1,0.0,212.0,4782.712,11774.409
1210.0,reverse_cars.45,car,24231604#1,24231604#1_1,0.0,210.0,4789.673,11771.609
1210.0,reverse_cars.46,car,24231604#1,24231604#1_1,0.0,208.0,4796.634,11768.809
1210.0,reverse_cars.47,car,24231604#1,24231604#1_1,0.0,207.0,4803.595,11766.01
1210.0,reverse_cars.48,car,24231604#1,24231604#1_1,0.0,205.0,4810.556,11763.21
1210.0,reverse_cars.49,car,24231604#1,24231604#1_1,0.0,204.0,4817.517,11760.41
1210.0,reverse_cars.50,car,24231604#0,24231604#0_1,0.0,209.0,4838.129,11751.873
1210.0,reverse_cars.51,car,24231604#0,24231604#0_0,1.896,0.0,4844.542,11752.588
1210.0,reverse_cars.52,car,24231604#0,24231604#0_1,1.965,0.0,4850.092,11746.697
1210.0,reverse_cars.53,car,24231604#0,24231604#0_1,0.0,203.0,4858.778,11742.939
1210.0,reverse_cars.54,car,24231604#0,24231604#0_1,0.0,202.0,4865.662,11739.961
1210.0,reverse_cars.55,car,24231604#0,24231604#0_1,0.0,200.0,4872.545,11736.983
1210.0,reverse_cars.56,car,150510724#4,150510724#4_2,0.0,203.0,4887.137,11748.359
1210.0,reverse_cars.57,car,150510724#4,150510724#4_2,0.0,200.0,4877.446,11752.412
1210.0,reverse_cars.58,car,150510724#4,150510724#4_2,0.0,199.0,4870.524,11755.307
1210.0,reverse_cars.59,car,150510724#4,150510724#4_2,0.0,195.0,4860.834,11759.36
1210.0,reverse_cars.60,car,150510724#4,150510724#4_2,0.0,194.0,4853.912,11762.254
1210.0,reverse_cars.61,car,150510724#4,150510724#4_2,0.0,190.0,4830.841,11771.903
1210.0,reverse_cars.62,car,150510724#4,150510724#4_2,0.0,189.0,4823.919,11774.798
1210.0,reverse_cars.63,car,150510724#4,150510724#4_2,0.0,185.0,4814.228,11778.851
1210.0,reverse_cars.64,car,150510724#4,150510724#4_2,0.0,184.0,4807.307,11781.746
1210.0,reverse_cars.65,car,150510724#4,150510724#4_2,0.0,182.0,4797.616,11785.799
1210.0,reverse_cars.66,car,150510724#4,150510724#4_2,0.0,180.0,4790.694,11788.693
1210.0,reverse_cars.67,car,150510724#4,150510724#4_2,0.0,178.0,4781.004,11792.746
1210.0,reverse_cars.68,car,150510724#4,150510724#4_2,0.0,176.0,4774.082,11795.641
1210.0,reverse_cars.69,car,150510724#4,150510724#4_2,0.0,173.0,4764.391,11799.694
1210.0,reverse_cars.7,car,111814614#0,111814614#0_1,11.394,0.0,4427.238,11882.584
1210.0,reverse_cars.70,car,150510724#4,150510724#4_2,0.0,172.0,4757.47,11802.589
1210.0,reverse_cars.71,car,150510724#4,150510724#4_2,0.0,167.0,4747.779,11806.641
1210.0,reverse_cars.72,car,150510724#4,150510724#4_2,0.0,166.0,4740.857,11809.536
1210.0,reverse_cars.73,car,150510724#4,150510724#4_2,0.0,135.0,4731.167,11813.589
1210.0,reverse_cars.74,car,150510724#4,150510724#4_2,0.0,89.0,4724.245,11816.484
1210.0,reverse_cars.75,car,150510724#4,150510724#4_2,0.0,17.0,4714.554,11820.537
1210.0,reverse_cars.76,car,-631197284#1,-631197284#1_0,0.0,85.0,4710.303,11832.5
1210.0,reverse_cars.77,car,-631197284#1,-631197284#1_0,0.0,81.0,4719.969,11828.393
1210.0,reverse_cars.78,car,-631197284#1,-631197284#1_0,0.0,80.0,4726.873,11825.459
1210.0,reverse_cars.79,car,-631197284#1,-631197284#1_0,0.0,78.0,4736.539,11821.351
1210.0,reverse_cars.8,car,1387944292,1387944292_1,6.916,0.0,4435.954,11906.632
1210.0,reverse_cars.80,car,-631197284#1,-631197284#1_0,0.0,77.0,4743.442,11818.417
1210.0,reverse_cars.81,car,-631197284#1,-631197284#1_0,0.0,72.0,4766.455,11808.638
1210.0,reverse_cars.82,car,-631197284#1,-631197284#1_0,0.0,71.0,4773.358,11805.704
1210.0,reverse_cars.83,car,-631197284#1,-631197284#1_0,0.0,68.0,4783.024,11801.596
1210.0,reverse_cars.84,car,-631197284#1,-631197284#1_0,0.0,67.0,4789.928,11798.662
1210.0,reverse_cars.85,car,-631197284#1,-631197284#1_0,0.0,64.0,4799.594,11794.555
1210.0,reverse_cars.86,car,-631197284#1,-631197284#1_0,0.0,61.0,4806.498,11791.621
1210.0,reverse_cars.87,car,-631197284#1,-631197284#1_0,0.0,59.0,4816.164,11787.513
1210.0,reverse_cars.88,car,-631197284#1,-631197284#1_0,0.0,57.0,4823.068,11784.579
1210.0,reverse_cars.89,car,-631197284#1,-631197284#1_0,0.0,53.0,4832.733,11780.472
1210.0,reverse_cars.9,car,24231604#3,24231604#3_1,4.691,0.0,4459.726,11909.68
1210.0,reverse_cars.90,car,-631197284#1,-631197284#1_0,0.0,51.0,4839.637,11777.538
1210.0,reverse_cars.91,car,-631197284#1,-631197284#1_0,0.0,48.0,4849.304,11773.432
1210.0,reverse_cars.92,car,-631197284#1,-631197284#1_0,0.0,47.0,4856.208,11770.5
1210.0,reverse_cars.93,car,-631197284#1,-631197284#1_0,0.0,44.0,4865.875,11766.394
1210.0,reverse_cars.94,car,-631197284#1,-631197284#1_0,0.0,44.0,4872.78,11763.462
1210.0,reverse_cars.95,car,-631197284#1,-631197284#1_0,0.0,41.0,4882.446,11759.356
1210.0,reverse_cars.96,car,-631197284#2,-631197284#2_0,0.0,48.0,4905.547,11749.673
1210.0,reverse_cars.97,car,-631197284#2,-631197284#2_0,0.0,44.0,4915.275,11745.714
1210.0,reverse_cars.98,car,-631197284#2,-631197284#2_0,0.0,43.0,4922.223,11742.887
1210.0,reverse_cars.99,car,-631197284#2,-631197284#2_0,0.0,40.0,4931.951,11738.929
1215.0,forward_bikes.37,bike,150510724#6,150510724#6_2,12.919,0.0,5004.173,11700.172
1215.0,forward_bikes.39,bike,150510724#7,150510724#7_2,12.928,0.0,5175.232,11628.483
1215.0,forward_bikes.40,bike,150510724#7,150510724#7_2,9.087,0.0,5195.56,11619.976
1215.0,forward_bikes.41,bike,133763768#6,133763768#6_0,8.627,0.0,4386.834,11815.728
1215.0,forward_bikes.42,bike,133763768#6,133763768#6_1,7.627,0.0,4367.025,11771.84
1215.0,forward_bikes.43,bike,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13_0,5.838,0.0,4341.034,11713.086
1215.0,forward_bikes.44,bike,133763768#2,133763768#2_0,7.996,0.0,4253.921,11660.987
1215.0,forward_bikes.45,bike,133763768#0,133763768#0_1,0.002,4.0,4133.675,11607.736
1215.0,forward_bikes.46,bike,-254053187,-254053187_0,5.368,0.0,4124.413,11572.863
1215.0,forward_bikes.47,bike,254053185#1,254053185#1_0,1.253,0.0,4127.331,11546.134
1215.0,forward_bikes.48,bike,:2598853062_10,:2598853062_10_0,0.752,0.0,4140.031,11526.133
1215.0,forward_bikes.49,bike,254053176#2,254053176#2_0,0.689,0.0,4123.452,11506.808
1215.0,forward_buses.4,bus,:cluster_6137767353_6462712324_6462712325_7,:cluster_6137767353_6462712324_6462712325_7_2,13.345,0.0,5106.635,11657.19
1215.0,forward_cars.75,car,150510724#4,150510724#4_1,13.78,0.0,4783.717,11788.142
1215.0,forward_cars.77,car,:308915753_6,:308915753_6_0,4.557,0.0,5237.989,11604.885
1215.0,forward_cars.78,car,150510724#7,150510724#7_2,4.647,0.0,5225.344,11607.512
1215.0,forward_cars.79,car,150510724#7,150510724#7_2,6.916,0.0,5210.994,11613.517
1215.0,forward_cars.80,car,150510724#7,150510724#7_2,13.184,0.0,5148.569,11639.641
1215.0,forward_cars.81,car,150510724#3,150510724#3_2,0.0,6.0,4694.849,11828.822
1215.0,forward_cars.82,car,133763768#6,133763768#6_0,0.0,43.0,4423.745,11912.376
1215.0,forward_cars.83,car,133763768#6,133763768#6_1,6.608,0.0,4372.644,11786.885
1215.0,forward_cars.84,car,133763768#6,133763768#6_0,7.06,0.0,4377.183,11789.887
1215.0,forward_cars.85,car,133763768#6,133763768#6_0,6.804,0.0,4364.315,11755.429
1215.0,forward_cars.86,car,133763768#6,133763768#6_0,7.188,0.0,4371.709,11775.228
1215.0,forward_cars.87,car,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_13_0,6.683,0.0,4332.423,11704.819
1215.0,forward_cars.88,car,133763768#2,133763768#2_0,8.127,0.0,4319.922,11695.195
1215.0,forward_cars.89,car,133763768#2,133763768#2_0,7.05,0.0,4238.445,11653.383
1215.0,forward_cars.90,car,133763768#0,133763768#0_0,0.0,8.0,4135.285,11604.967
1215.0,forward_cars.91,car,133763768#0,133763768#0_0,3.621,0.0,4128.553,11601.051
1215.0,forward_cars.92,car,:7479071341_1,:7479071341_1_0,4.924,0.0,4122.613,11587.574
1215.0,forward_cars.93,car,254053185#1,254053185#1_0,0.179,0.0,4118.006,11560.214
1215.0,forward_cars.94,car,254053185#1,254053185#1_0,1.881,0.0,4122.964,11552.727
1215.0,forward_cars.95,car,254053185#1,254053185#1_0,0.202,0.0,4130.615,11541.174
1215.0,forward_cars.96,car,254053185#1,254053185#1_0,2.99,0.0,4135.112,11534.384
1215.0,forward_cars.97,car,254053176#2,254053176#2_0,0.055,1.0,4136.217,11516.249
1215.0,forward_cars.98,car,254053176#2,254053176#2_0,1.128,0.0,4129.677,11511.412
1215.0,reverse_bikes.10,bike,24231604#3,24231604#3_1,0.0,65.0,4564.613,11865.668
1215.0,reverse_bikes.28,bike,150510724#4,150510724#4_2,0.0,207.0,4881.599,11750.675
1215.0,reverse_bikes.29,bike,150510724#4,150510724#4_2,0.0,203.0,4864.987,11757.623
1215.0,reverse_bikes.30,bike,150510724#4,150510724#4_2,0.0,197.0,4848.375,11764.57
1215.0,reverse_bikes.31,bike,150510724#4,150510724#4_2,0.0,191.0,4818.381,11777.114
1215.0,reverse_bikes.32,bike,150510724#4,150510724#4_2,0.0,189.0,4801.769,11784.062
1215.0,reverse_bikes.33,bike,150510724#4,150510724#4_2,0.0,184.0,4785.157,11791.009
1215.0,reverse_bikes.34,bike,150510724#4,150510724#4_2,0.0,179.0,4768.545,11797.957
1215.0,reverse_bikes.35,bike,150510724#4,150510724#4_2,0.0,176.0,4751.932,11804.904
1215.0,reverse_bikes.36,bike,150510724#4,150510724#4_2,0.0,169.0,4735.32,11811.852
1215.0,reverse_bikes.37,bike,150510724#4,150510724#4_2,0.0,53.0,4718.708,11818.8
1215.0,reverse_bikes.38,bike,-631197284#1,-631197284#1_0,0.0,89.0,4715.826,11830.153
1215.0,reverse_bikes.39,bike,-631197284#1,-631197284#1_0,0.0,84.0,4732.396,11823.112
1215.0,reverse_bikes.4,bike,24231604#3,24231604#3_1,0.0,4.0,4452.531,11912.699
1215.0,reverse_bikes.40,bike,-631197284#1,-631197284#1_0,0.0,81.0,4748.966,11816.07
1215.0,reverse_bikes.41,bike,-631197284#1,-631197284#1_0,0.0,75.0,4778.882,11803.357
1215.0,reverse_bikes.42,bike,-631197284#1,-631197284#1_0,0.0,71.0,4795.451,11796.315
1215.0,reverse_bikes.43,bike,-631197284#1,-631197284#1_0,0.0,65.0,4812.021,11789.274
1215.0,reverse_bikes.44,bike,-631197284#1,-631197284#1_0,0.0,61.0,4828.591,11782.232
1215.0,reverse_bikes.45,bike,-631197284#1,-631197284#1_0,0.0,54.0,4845.161,11775.192
1215.0,reverse_bikes.46,bike,-631197284#1,-631197284#1_0,0.0,51.0,4861.732,11768.154
1215.0,reverse_bikes.47,bike,-631197284#1,-631197284#1_0,0.0,46.0,4878.303,11761.116
1215.0,reverse_bikes.48,bike,-631197284#2,-631197284#2_0,0.0,50.0,4911.106,11747.411
1215.0,reverse_bikes.49,bike,-631197284#2,-631197284#2_0,0.0,46.0,4927.782,11740.625
1215.0,reverse_bikes.5,bike,24231604#3,24231604#3_1,0.928,0.0,4469.714,11905.488
1215.0,reverse_bikes.50,bike,-631197284#2,-631197284#2_0,0.0,41.0,4944.457,11733.84
1215.0,reverse_bikes.51,bike,-631197284#2,-631197284#2_0,0.0,35.0,4974.565,11721.588
1215.0,reverse_bikes.52,bike,-631197284#2,-631197284#2_0,0.0,29.0,4991.241,11714.803
1215.0,reverse_bikes.53,bike,-631197284#2,-631197284#2_0,0.0,25.0,5007.917,11708.017
1215.0,reverse_bikes.54,bike,-631197284#2,-631197284#2_0,0.0,20.0,5024.593,11701.231
1215.0,reverse_bikes.55,bike,-631197284#3,-631197284#3_0,0.0,27.0,5057.482,11687.811
1215.0,reverse_bikes.56,bike,-631197284#3,-631197284#3_0,0.0,24.0,5074.148,11681.001
1215.0,reverse_bikes.57,bike,-631197284#3,-631197284#3_0,0.0,18.0,5090.813,11674.19
1215.0,reverse_bikes.58,bike,-631197284#3,-631197284#3_0,0.0,13.0,5107.479,11667.379
1215.0,reverse_bikes.59,bike,-631197284#3,-631197284#3_0,0.0,9.0,5124.145,11660.569
1215.0,reverse_bikes.6,bike,24231604#3,24231604#3_1,1.543,0.0,4495.372,11894.722
1215.0,reverse_bikes.60,bike,-631197284#3,-631197284#3_0,0.007,4.0,5140.816,11653.756
1215.0,reverse_bikes.61,bike,-631197284#3,-631197284#3_0,0.513,0.0,5171.407,11641.255
1215.0,reverse_bikes.62,bike,-631197284#3,-631197284#3_0,0.532,0.0,5190.45,11633.473
1215.0,reverse_bikes.63,bike,-631197284#3,-631197284#3_0,0.849,0.0,5209.65,11625.627
1215.0,reverse_bikes.64,bike,-631197284#3,-631197284#3_0,0.014,91.0,5227.818,11618.202
1215.0,reverse_bikes.7,bike,24231604#3,24231604#3_1,0.06,77.0,4514.743,11886.594
1215.0,reverse_bikes.8,bike,24231604#3,24231604#3_1,0.0,71.0,4531.403,11879.603
1215.0,reverse_bikes.9,bike,24231604#3,24231604#3_1,0.0,68.0,4548.008,11872.635
1215.0,reverse_buses.1,bus,24231604#3,24231604#3_1,0.0,62.0,4568.765,11863.926
1215.0,reverse_buses.2,bus,24231604#1,24231604#1_1,0.0,225.0,4748.534,11788.613
1215.0,reverse_buses.3,bus,150510724#4,150510724#4_2,0.0,196.0,4844.221,11766.307
1215.0,reverse_buses.4,bus,-631197284#1,-631197284#1_0,0.0,78.0,4753.108,11814.31
1215.0,reverse_buses.5,bus,-631197284#2,-631197284#2_0,0.0,39.0,4948.627,11732.143
1215.0,reverse_buses.6,bus,-631197284#3,-631197284#3_0,0.02,3.0,5145.001,11652.046
1215.0,reverse_cars.10,car,24231604#3,24231604#3_1,0.094,1.0,4463.698,11908.013
1215.0,reverse_cars.100,car,-631197284#2,-631197284#2_0,0.0,44.0,4938.899,11736.101
1215.0,reverse_cars.101,car,-631197284#2,-631197284#2_0,0.0,38.0,4962.059,11726.677
1215.0,reverse_cars.102,car,-631197284#2,-631197284#2_0,0.0,37.0,4969.007,11723.85
1215.0,reverse_cars.103,car,-631197284#2,-631197284#2_0,0.0,33.0,4978.734,11719.892
1215.0,reverse_cars.104,car,-631197284#2,-631197284#2_0,0.0,31.0,4985.682,11717.065
1215.0,reverse_cars.105,car,-631197284#2,-631197284#2_0,0.0,28.0,4995.41,11713.106
1215.0,reverse_cars.106,car,-631197284#2,-631197284#2_0,0.0,27.0,5002.358,11710.279
1215.0,reverse_cars.107,car,-631197284#2,-631197284#2_0,0.0,24.0,5012.086,11706.321
1215.0,reverse_cars.108,car,-631197284#2,-631197284#2_0,0.0,22.0,5019.034,11703.493
1215.0,reverse_cars.109,car,-631197284#2,-631197284#2_0,0.0,20.0,5028.762,11699.535
1215.0,reverse_cars.11,car,24231604#3,24231604#3_1,2.144,0.0,4475.556,11903.037
1215.0,reverse_cars.110,car,-631197284#3,-631197284#3_0,0.0,29.0,5051.927,11690.081
1215.0,reverse_cars.111,car,-631197284#3,-631197284#3_0,0.0,26.0,5061.649,11686.108
1215.0,reverse_cars.112,car,-631197284#3,-631197284#3_0,0.0,25.0,5068.592,11683.271
1215.0,reverse_cars.113,car,-631197284#3,-631197284#3_0,0.0,21.0,5078.314,11679.298
1215.0,reverse_cars.114,car,-631197284#3,-631197284#3_0,0.0,20.0,5085.258,11676.46
1215.0,reverse_cars.115,car,-631197284#3,-631197284#3_0,0.0,16.0,5094.98,11672.487
1215.0,reverse_cars.116,car,-631197284#3,-631197284#3_0,0.0,14.0,5101.924,11669.65
1215.0,reverse_cars.117,car,-631197284#3,-631197284#3_0,0.0,12.0,5111.646,11665.677
1215.0,reverse_cars.118,car,-631197284#3,-631197284#3_0,0.0,11.0,5118.59,11662.839
1215.0,reverse_cars.119,car,-631197284#3,-631197284#3_0,0.001,8.0,5128.312,11658.866
1215.0,reverse_cars.12,car,24231604#3,24231604#3_1,3.52,0.0,4485.378,11898.916
1215.0,reverse_cars.120,car,-631197284#3,-631197284#3_0,0.002,5.0,5135.257,11656.028
1215.0,reverse_cars.121,car,-631197284#3,-631197284#3_0,0.058,1.0,5158.489,11646.534
1215.0,reverse_cars.122,car,-631197284#3,-631197284#3_0,0.219,0.0,5165.506,11643.666
1215.0,reverse_cars.123,car,-631197284#3,-631197284#3_0,0.454,0.0,5176.332,11639.242
1215.0,reverse_cars.124,car,-631197284#3,-631197284#3_0,0.755,0.0,5183.794,11636.193
1215.0,reverse_cars.125,car,-631197284#3,-631197284#3_0,1.223,0.0,5195.406,11631.448
1215.0,reverse_cars.126,car,-631197284#3,-631197284#3_0,0.37,0.0,5203.747,11628.039
1215.0,reverse_cars.127,car,-631197284#3,-631197284#3_0,0.325,0.0,5214.869,11623.494
1215.0,reverse_cars.128,car,-631197284#3,-631197284#3_0,0.099,93.0,5222.164,11620.513
1215.0,reverse_cars.13,car,24231604#3,24231604#3_1,0.515,0.0,4501.37,11892.205
1215.0,reverse_cars.14,car,24231604#3,24231604#3_1,0.293,0.0,4508.933,11889.032
1215.0,reverse_cars.15,car,24231604#3,24231604#3_1,0.0,75.0,4518.95,11884.828
1215.0,reverse_cars.16,car,24231604#3,24231604#3_1,0.0,74.0,4525.868,11881.925
1215.0,reverse_cars.17,car,24231604#3,24231604#3_1,0.0,70.0,4535.555,11877.861
1215.0,reverse_cars.18,car,24231604#3,24231604#3_1,0.0,69.0,4542.473,11874.958
1215.0,reverse_cars.19,car,24231604#3,24231604#3_1,0.0,67.0,4552.16,11870.893
1215.0,reverse_cars.20,car,24231604#3,24231604#3_1,0.0,66.0,4559.078,11867.99
1215.0,reverse_cars.21,car,24231604#3,24231604#3_1,0.0,61.0,4582.249,11858.585
1215.0,reverse_cars.22,car,24231604#3,24231604#3_1,0.0,59.0,4589.246,11855.878
1215.0,reverse_cars.23,car,24231604#3,24231604#3_1,0.0,56.0,4596.243,11853.17
1215.0,reverse_cars.24,car,24231604#3,24231604#3_1,0.0,56.0,4603.241,11850.463
1215.0,reverse_cars.25,car,24231604#3,24231604#3_1,0.0,55.0,4610.238,11847.755
1215.0,reverse_cars.26,car,24231604#2,24231604#2_1,0.0,66.0,4629.635,11838.376
1215.0,reverse_cars.27,car,24231604#2,24231604#2_1,0.0,65.0,4636.554,11835.483
1215.0,reverse_cars.28,car,24231604#2,24231604#2_1,0.0,62.0,4643.472,11832.588
1215.0,reverse_cars.29,car,24231604#2,24231604#2_1,0.0,61.0,4650.391,11829.692
1215.0,reverse_cars.30,car,24231604#2,24231604#2_1,0.0,59.0,4657.309,11826.797
1215.0,reverse_cars.31,car,24231604#2,24231604#2_1,0.0,58.0,4664.228,11823.902
1215.0,reverse_cars.32,car,24231604#2,24231604#2_1,0.0,57.0,4671.146,11821.007
1215.0,reverse_cars.33,car,24231604#2,24231604#2_1,0.0,55.0,4678.065,11818.112
1215.0,reverse_cars.34,car,24231604#2,24231604#2_1,0.0,54.0,4684.983,11815.217
1215.0,reverse_cars.35,car,24231604#2,24231604#2_1,0.0,53.0,4691.902,11812.322
1215.0,reverse_cars.36,car,24231604#2,24231604#2_1,0.0,52.0,4698.821,11809.427
1215.0,reverse_cars.37,car,24231604#2,24231604#2_1,0.0,51.0,4705.739,11806.531
1215.0,reverse_cars.38,car,24231604#2,24231604#2_1,0.0,49.0,4712.658,11803.636
1215.0,reverse_cars.39,car,24231604#2,24231604#2_1,0.0,48.0,4719.576,11800.741
1215.0,reverse_cars.40,car,24231604#2,24231604#2_1,0.0,45.0,4726.495,11797.846
1215.0,reverse_cars.41,car,24231604#1,24231604#1_1,0.0,223.0,4761.912,11783.009
1215.0,reverse_cars.42,car,24231604#1,24231604#1_1,0.0,221.0,4768.833,11780.111
1215.0,reverse_cars.43,car,24231604#1,24231604#1_1,0.0,219.0,4775.753,11777.214
1215.0,reverse_cars.44,car,24231604#1,24231604#1_1,0.0,217.0,4782.712,11774.409
1215.0,reverse_cars.45,car,24231604#1,24231604#1_1,0.0,215.0,4789.673,11771.609
1215.0,reverse_cars.46,car,24231604#1,24231604#1_1,0.0,213.0,4796.634,11768.809
1215.0,reverse_cars.47,car,24231604#1,24231604#1_1,0.0,212.0,4803.595,11766.01
1215.0,reverse_cars.48,car,24231604#1,24231604#1_1,0.0,210.0,4810.556,11763.21
1215.0,reverse_cars.49,car,24231604#1,24231604#1_1,0.0,209.0,4817.517,11760.41
1215.0,reverse_cars.50,car,24231604#0,24231604#0_1,0.0,214.0,4838.129,11751.873
1215.0,reverse_cars.51,car,24231604#1,24231604#1_1,2.237,0.0,4824.501,11757.602
1215.0,reverse_cars.52,car,24231604#0,24231604#0_1,0.017,2.0,4845.016,11748.893
1215.0,reverse_cars.53,car,24231604#0,24231604#0_1,0.435,0.0,4852.004,11745.87
1215.0,reverse_cars.54,car,24231604#0,24231604#0_1,0.521,0.0,4859.512,11742.622
1215.0,reverse_cars.55,car,24231604#0,24231604#0_1,3.168,0.0,4867.018,11739.374
1215.0,reverse_cars.56,car,150510724#4,150510724#4_2,0.0,208.0,4887.137,11748.359
1215.0,reverse_cars.57,car,150510724#4,150510724#4_2,0.0,205.0,4877.446,11752.412
1215.0,reverse_cars.58,car,150510724#4,150510724#4_2,0.0,204.0,4870.524,11755.307
1215.0,reverse_cars.59,car,150510724#4,150510724#4_2,0.0,200.0,4860.834,11759.36
1215.0,reverse_cars.60,car,150510724#4,150510724#4_2,0.0,199.0,4853.912,11762.254
1215.0,reverse_cars.61,car,150510724#4,150510724#4_2,0.0,195.0,4830.841,11771.903
1215.0,reverse_cars.62,car,150510724#4,150510724#4_2,0.0,194.0,4823.919,11774.798
1215.0,reverse_cars.63,car,150510724#4,150510724#4_2,0.0,190.0,4814.228,11778.851
1215.0,reverse_cars.64,car,150510724#4,150510724#4_2,0.0,189.0,4807.307,11781.746
1215.0,reverse_cars.65,car,150510724#4,150510724#4_2,0.0,187.0,4797.616,11785.799
1215.0,reverse_cars.66,car,150510724#4,150510724#4_2,0.0,185.0,4790.694,11788.693
1215.0,reverse_cars.67,car,150510724#4,150510724#4_2,0.0,183.0,4781.004,11792.746
1215.0,reverse_cars.68,car,150510724#4,150510724#4_2,0.0,181.0,4774.082,11795.641
1215.0,reverse_cars.69,car,150510724#4,150510724#4_2,0.0,178.0,4764.391,11799.694
1215.0,reverse_cars.7,car,111814614#0,111814614#0_0,13.004,0.0,4402.168,11821.827
1215.0,reverse_cars.70,car,150510724#4,150510724#4_2,0.0,177.0,4757.47,11802.589
1215.0,reverse_cars.71,car,150510724#4,150510724#4_2,0.0,172.0,4747.779,11806.641
1215.0,reverse_cars.72,car,150510724#4,150510724#4_2,0.0,171.0,4740.857,11809.536
1215.0,reverse_cars.73,car,150510724#4,150510724#4_2,0.0,140.0,4731.167,11813.589
1215.0,reverse_cars.74,car,150510724#4,150510724#4_2,0.0,94.0,4724.245,11816.484
1215.0,reverse_cars.75,car,150510724#4,150510724#4_2,0.0,22.0,4714.554,11820.537
1215.0,reverse_cars.76,car,-631197284#1,-631197284#1_0,0.0,90.0,4710.303,11832.5
1215.0,reverse_cars.77,car,-631197284#1,-631197284#1_0,0.0,86.0,4719.969,11828.393
1215.0,reverse_cars.78,car,-631197284#1,-631197284#1_0,0.0,85.0,4726.873,11825.459
1215.0,reverse_cars.79,car,-631197284#1,-631197284#1_0,0.0,83.0,4736.539,11821.351
1215.0,reverse_cars.8,car,111814614#0,111814614#0_1,13.334,0.0,4416.078,11851.299
1215.0,reverse_cars.80,car,-631197284#1,-631197284#1_0,0.0,82.0,4743.442,11818.417
1215.0,reverse_cars.81,car,-631197284#1,-631197284#1_0,0.0,77.0,4766.455,11808.638
1215.0,reverse_cars.82,car,-631197284#1,-631197284#1_0,0.0,76.0,4773.358,11805.704
1215.0,reverse_cars.83,car,-631197284#1,-631197284#1_0,0.0,73.0,4783.024,11801.596
1215.0,reverse_cars.84,car,-631197284#1,-631197284#1_0,0.0,72.0,4789.928,11798.662
1215.0,reverse_cars.85,car,-631197284#1,-631197284#1_0,0.0,69.0,4799.594,11794.555
1215.0,reverse_cars.86,car,-631197284#1,-631197284#1_0,0.0,66.0,4806.498,11791.621
1215.0,reverse_cars.87,car,-631197284#1,-631197284#1_0,0.0,64.0,4816.164,11787.513
1215.0,reverse_cars.88,car,-631197284#1,-631197284#1_0,0.0,62.0,4823.068,11784.579
1215.0,reverse_cars.89,car,-631197284#1,-631197284#1_0,0.0,58.0,4832.733,11780.472
1215.0,reverse_cars.9,car,24231604#3,24231604#3_1,0.03,2.0,4456.704,11910.947
1215.0,reverse_cars.90,car,-631197284#1,-631197284#1_0,0.0,56.0,4839.637,11777.538
1215.0,reverse_cars.91,car,-631197284#1,-631197284#1_0,0.0,53.0,4849.304,11773.432
1215.0,reverse_cars.92,car,-631197284#1,-631197284#1_0,0.0,52.0,4856.208,11770.5
1215.0,reverse_cars.93,car,-631197284#1,-631197284#1_0,0.0,49.0,4865.875,11766.394
